Id,path,speakerId,action,object,Self-reported fluency level ,First Language spoken,Current language used for work/school,gender,ageRange
14,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/8b443c60-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,activate,music,advanced,English (United States),English (United States),female,22-40
15,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/ecdad740-4478-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),English (United States),female,22-40
16,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/256b2060-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
17,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/2bf9e600-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
18,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/2e4b5010-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
19,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/30e3d540-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
20,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/33a69ec0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
21,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/35fdd530-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
22,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/3acc7440-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
23,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/4b14b290-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
24,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/4f754d90-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
25,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/54942f80-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
26,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/5fa289d0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
27,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/623cbcb0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
28,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/64d89d40-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
29,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/69445bd0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
30,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/6bfc4fe0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
31,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/6ece82b0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
32,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/769cf440-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
33,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/78895af0-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
34,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/7ad87b10-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
35,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/7d5d7840-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
36,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/8554a780-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
37,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/894c6e90-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
38,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/8c300680-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
39,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/8f0c4b70-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
40,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/96357c50-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
41,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/98c88340-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
42,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/9ae5e500-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
43,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/9da79d10-4479-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
44,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/07858300-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
45,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/09bd4a90-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
46,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/120de470-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
47,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/ce762960-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),English (United States),female,22-40
48,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/d6207120-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),English (United States),female,22-40
49,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/d8f785f0-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),English (United States),female,22-40
50,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/db510650-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),English (United States),female,22-40
51,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/dddfc780-447a-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),English (United States),female,22-40
52,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/3710b9e0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),English (United States),female,22-40
53,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/39c24550-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),English (United States),female,22-40
54,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/405a80d0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
55,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/4a8299d0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),English (United States),female,22-40
56,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/4d3b0310-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),English (United States),female,22-40
57,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/4f9e4770-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),English (United States),female,22-40
58,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/576a20f0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
59,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/64278ad0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
60,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/7017e0b0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
61,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/76ca0cd0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
62,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/7cfad3f0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
63,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/867806f0-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,activate,music,advanced,English (United States),English (United States),female,22-40
64,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/8a953050-447b-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,activate,music,advanced,English (United States),English (United States),female,22-40
65,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/03592c80-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,deactivate,lights,advanced,English (United States),English (United States),female,22-40
66,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/3f7b00d0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
67,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/42510430-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
68,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/452ab110-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
69,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/472150f0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
70,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/49ac4190-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
71,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/521df800-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
72,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/592262d0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
73,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/5d9bdd00-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
74,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/68fceb30-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
75,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/71d02290-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,volume,advanced,English (United States),English (United States),female,22-40
76,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/7953f690-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
77,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/7c2035f0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
78,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/7ee96810-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
79,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/81d5b290-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
80,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/843aa4a0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
81,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/8c9eed90-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
82,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/907d1220-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
83,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/934e5a90-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
84,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/995b4600-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
85,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/9e5f9b10-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
86,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/a0d04cf0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
87,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/a3877db0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
88,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/a9a5f550-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
89,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/ae1c8950-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,volume,advanced,English (United States),English (United States),female,22-40
90,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/b3117510-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
91,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/b63bb2f0-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
92,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/b9a1e860-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
93,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/bd917210-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
94,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/c0317150-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
95,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/c4808020-447c-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,increase,heat,advanced,English (United States),English (United States),female,22-40
96,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/2d859240-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
97,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/32ff8c80-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
98,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/34e73840-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
99,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/37a10110-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
100,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/3ae074a0-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
101,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/47564e30-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,decrease,heat,advanced,English (United States),English (United States),female,22-40
102,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/cb6c1650-447d-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,activate,music,advanced,English (United States),English (United States),female,22-40
103,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/230c5690-447e-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),English (United States),female,22-40
104,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/2d728a00-447e-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),English (United States),female,22-40
105,dsl_data/audio/speakers/2BqVo8kVB2Skwgyb/3075def0-447e-11e9-a9a5-5dbec3b8816a.wav,2BqVo8kVB2Skwgyb,change language,none,advanced,English (United States),English (United States),female,22-40
106,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/3e7e4670-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,deactivate,lights,native,English (United States),English (United States),female,22-40
107,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/4136fdd0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,change language,none,native,English (United States),English (United States),female,22-40
108,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/4694e490-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,activate,music,native,English (United States),English (United States),female,22-40
109,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/494ead60-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,volume,native,English (United States),English (United States),female,22-40
110,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/540ee7b0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,deactivate,lights,native,English (United States),English (United States),female,22-40
111,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/566d2300-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,deactivate,lights,native,English (United States),English (United States),female,22-40
112,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/58ddadd0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,deactivate,lights,native,English (United States),English (United States),female,22-40
113,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/5b3be920-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),English (United States),female,22-40
114,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/5def9770-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),English (United States),female,22-40
115,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/608c8970-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),English (United States),female,22-40
116,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/633eb120-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,volume,native,English (United States),English (United States),female,22-40
117,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/66074700-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,volume,native,English (United States),English (United States),female,22-40
118,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/688edc40-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,volume,native,English (United States),English (United States),female,22-40
119,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/6b41ee50-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,volume,native,English (United States),English (United States),female,22-40
120,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/6ddb5de0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,heat,native,English (United States),English (United States),female,22-40
121,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/7080db60-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,heat,native,English (United States),English (United States),female,22-40
122,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/72e5f480-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,heat,native,English (United States),English (United States),female,22-40
123,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/75a98150-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,increase,heat,native,English (United States),English (United States),female,22-40
124,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/787858c0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,heat,native,English (United States),English (United States),female,22-40
125,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/7b1068c0-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,heat,native,English (United States),English (United States),female,22-40
126,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/7db5bf30-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,heat,native,English (United States),English (United States),female,22-40
127,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/8068f850-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,decrease,heat,native,English (United States),English (United States),female,22-40
128,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/87585480-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,activate,music,native,English (United States),English (United States),female,22-40
129,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/89aaf710-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,activate,music,native,English (United States),English (United States),female,22-40
130,dsl_data/audio/speakers/2ojo7YRL7Gck83Z3/8bf9c910-45de-11e9-81ce-69b74fd7e64e.wav,2ojo7YRL7Gck83Z3,activate,music,native,English (United States),English (United States),female,22-40
